id,Name,titleProject_id,class,score
14362448510,Болохина Екатерина Андреевна,194,11д,3
9305269743,Чукалова Дарья Валерьевна,20,10г,4
8402817697,Беловолов Степан Петрович,222,9д,2
12534022823,Зудейкина Вероника Ивановна,166,8и,3
8401055972,Макунова Мария Борисовна,47,9в,5
11307837516,Верзанский Геннадий Андреевич,497,7д,5
12499268182,Алтубин Ярослав Леонидович,414,10г,5
10066426567,Аузин Игорь Алексиевич,435,8х,5
9023437325,Калыгин Степан Тимофеевич,353,8и,2
9757657248,Дурныгина Полина Игоревна,72,8и,2
14148625772,Антюфеева Александра Вадимовна,347,8и,2
8703172380,Лощинский Борис Романович,210,10б,3
11276113312,Ходорков Евгений Виталиевич,344,9г,5
11567237854,Кафорин Федор Данилович,427,10д,3
12316673838,Косынская Алиса Дмитриевна,40,9в,3
11025450531,Беремцев Артём Антонович,434,11т,2
7419078335,Влянская Мария Андреевна,490,7т,4
8686965141,Мыгеева Лиза Василевна,280,8в,5
9204880327,Акутникова Мария Алексеевна,173,11в,2
11776627891,Карябкин Константин Максимович,89,7и,2
10794283207,Прилепина Яна Максимовна,30,10в,5
9244298792,Ведищев Никита Георгиевич,365,7и,5
10391999816,Самчева Вероника Борисовна,287,10г,3
11459438650,Пирцхалова Карина Леонидовна,452,10г,5
12059947887,Павлочев Денис Борисович,432,11д,5
12601210466,Арашкова Екатерина Евгеньевна,356,8х,None
12764402087,Байсарова Людмила Василевна,215,11и,2
9925502233,Кудекина Зинаида Игоревна,250,10и,3
9649071798,Дерналов Виталий Викторович,1,9г,4
9479397336,Сазинова Галина Романовна,61,9и,3
8894194642,Остаченова Марина Эдуардовна,229,9т,5
9396086699,Битюкова Яна Егоровна,488,9и,4
14411257608,Иваницкий Константин Борисович,232,8д,5
9892680040,Белянский Владислав Игоревич,74,11б,5
9373546676,Баранкин Артём Алексеевич,382,9т,2
8998074583,Шкабанова Софья Вадимовна,499,9х,4
9737265642,Полозлов Денис Адамович,155,8т,3
11073743555,Жунина Светлана Михайловна,162,8в,3
8578555859,Пантыкин Борис Игоревич,245,9х,2
11539090965,Доутова Марина Богдановна,189,11х,2
8413674569,Трещалова Яна Андреевна,330,8б,3
10687673141,Ивашечкин Александр Данилович,390,10т,4
11057564333,Мазьянова Инна Богдановна,416,11в,4
10086338685,Корогев Николай Евгеньевич,184,8б,5
11757161133,Заидова Галина Максимовна,88,9т,4
8570994773,Рамхин Кирилл Алексиевич,459,9х,4
9207824162,Кизбабаев Эдуард Фёдорович,415,11т,2
9616478587,Соурчаков Ярослав Валериевич,268,8б,2
11093143113,Мотяшева Алена Михайловна,404,7т,2
8176327689,Горшкова Наталия Яковлевна,340,11а,2
10115745505,Зябрицкий Игорь Виталиевич,332,7а,5
8620091306,Шельдяев Игорь Юриевич,97,7д,5
10663899016,Шмелькин Максим Викторович,483,9т,5
9360109261,Жалкин Алексей Алексеевич,43,7а,3
12072292560,Худасов Денис Максимович,70,10д,2
11443595953,Швичкова Наталья Эдуардовна,398,7г,4
8142119366,Едская Жанна Валерьевна,436,11в,4
10477022253,Поморзина Полина Евгеньевна,122,7д,4
7836502807,Будачева Кира Олеговна,55,11х,4
9962530443,Молкаев Василий Валериевич,216,8д,2
13534017836,Яцынин Константин Тимофеевич,285,7г,2
9285763300,Маховиков Василий Петрович,391,7х,4
9276212723,Шаметова Евгения Вадимовна,463,7а,2
9664406519,Законнова Жанна Евгеньевна,442,11и,None
11567867989,Перчихин Аркадий Тимофеевич,164,10т,3
7945629859,Бурдасова Ксения Игоревна,203,9а,3
10057777951,Киссин Степан Иванович,251,7х,5
8304965699,Вапилина Мария Егоровна,77,7д,2
8793808710,Сигутина Дарья Федоровна,458,7б,2
10529987750,Сошьяков Альберт Фёдорович,17,7т,4
12447050181,Лугахина Клара Вадимовна,419,8в,4
10591436086,Логецкий Анатолий Виталиевич,372,11б,4
7768829146,Ковайкова Юлия Егоровна,75,10г,2
13166386677,Вермутский Валерий Петрович,447,9и,5
10423979394,Россомахов Олег Юриевич,56,8в,2
10393627582,Циплакова Екатерина Егоровна,471,9б,5
8860454530,Квятцева Алла Никитична,138,11в,2
13122013264,Выхухолева Лариса Василевна,384,8б,5
12037157549,Целохов Андрей Вадимович,433,8и,5
7664749287,Бендин Иван Яковлевич,71,8и,4
11309405083,Лазученков Василий Алексеевич,381,7х,2
14459500517,Скоропухов Михаил Василиевич,69,10и,3
9909543997,Мухонкин Тарас Романович,126,9и,4
13588264833,Камерцев Владимир Кириллович,303,7а,3
8347809750,Сандрыкина Анна Олеговна,324,10т,2
12583231879,Недбайлов Алексей Денисович,15,7т,2
10089813970,Серпков Ярослав Георгиевич,380,10б,4
11569281720,Хатшуклов Аркадий Николаевич,42,11т,4
7362151542,Литвалиева Алиса Егоровна,10,11и,3
8961508782,Енесина Лиза Валерьевна,293,9б,5
10488894120,Пикальков Эдуард Алексиевич,21,8д,5
12446950579,Сачинский Валентин Кириллович,125,10т,2
9889720604,Тарзанова Евгения Аркадьевна,96,9д,2
10504420987,Лапундин Юрий Игоревич,267,8и,5
8150009987,Личева Лиза Михайловна,453,9б,3
10458124561,Смароверов Яков Борисович,131,11в,4
9921501526,Вереина Алла Василевна,295,10и,3
11925303569,Погиблева Дарья Леонидовна,283,9в,5
12235814922,Байнова Анастасия Вадимовна,363,7б,3
10932911098,Шиловский Вячеслав Максимович,438,9и,4
8896466621,Сыждиков Пётр Василиевич,494,11х,5
9996128171,Каценова Алёна Эдуардовна,165,11т,2
8915461546,Мужицких Ева Олеговна,348,8х,3
7215305858,Плеснецов Степан Юрьевич,22,10а,2
8227978301,Игумнова Алёна Сергеевна,114,9д,4
13886627392,Хадаров Владимир Валериевич,278,11т,5
8716510608,Ступакова Кира Ивановна,421,8и,3
10254753949,Шоленинов Федор Максимович,286,11т,4
7694254318,Гундаров Руслан Николаевич,158,9д,4
10164578166,Гречишева Марина Андреевна,464,7д,2
10161961409,Утилова Алена Андреевна,253,11д,3
10565854294,Роткичева Алиса Максимовна,410,10а,4
10873259166,Колтышева Марина Вадимовна,87,11г,4
9333725393,Гурычева Лариса Валерьевна,489,9б,2
10035786999,Горцева Кристина Никитична,246,8и,4
12551332021,Кутурин Геннадий Денисович,197,9в,2
7219201065,Стефанков Яков Евгеньевич,318,10г,3
10245122101,Множина Людмила Василевна,90,8б,2
10808498799,Семисалов Георгий Иванович,316,9в,3
11561153309,Рогалов Альберт Валериевич,327,9б,2
11579134104,Черетаева Анастасия Олеговна,341,9б,2
11409073192,Радоминова Любовь Игоревна,25,9и,5
9152967975,Шувырина Лиза Андреевна,395,9а,5
10966476486,Калиженков Семён Алексеевич,401,11а,4
15611449493,Старокашин Константин Петрович,309,10а,3
8446966302,Малтоцов Аркадий Яковлевич,218,8а,3
8043770610,Кузеванова Ева Егоровна,116,7д,2
10112268735,Нурулина Алёна Егоровна,284,9х,2
10313407394,Лератов Герасим Сергеевич,374,10а,4
11211322054,Людин Руслан Аркадиевич,498,7и,3
7816587483,Пурин Виктор Данилович,154,8и,5
6658879731,Лютов Виктор Юрьевич,288,11г,2
10058922447,Марюшкина Яна Федоровна,345,10д,5
11419489156,Томилова Кристина Михайловна,492,11б,3
10859220325,Дистерев Валерий Валериевич,24,7г,3
11311034146,Дочкин Геннадий Алексиевич,52,11и,5
9301669651,Иняхин Руслан Сергеевич,234,7и,5
9450120828,Знайкова Раиса Егоровна,148,11х,3
11602142155,Кашавцев Аркадий Леонидович,58,7а,4
13055737040,Пятернина Кристина Андреевна,445,7и,2
10719523522,Гусеева Карина Викторовна,263,9и,2
7260222026,Кастева Яна Сергеевна,108,7и,2
8055403827,Гришанин Тарас Павлович,113,10т,2
7236117328,Грамоткин Илья Викторович,195,8д,5
14572832235,Мелисин Геннадий Василиевич,465,10г,2
9733238263,Цинина Светлана Яковлевна,105,11г,5
10249395961,Петов Георгий Адамович,57,9а,2
11169748472,Реева Валентина Максимовна,146,11и,5
7391867069,Слесивых Мария Аркадьевна,35,7и,5
9780729231,Афтаева Полина Ивановна,193,10д,5
11566720385,Кривицкий Валентин Виталиевич,208,8х,5
11581603661,Чубатов Константин Леонидович,279,11а,4
10958559657,Партенков Геннадий Павлович,418,8х,3
9674871071,Черушев Григорий Борисович,84,7г,4
11211017141,Тютекин Георгий Тимофеевич,262,7а,2
11066515607,Янкевский Вячеслав Адамович,167,11г,4
11856327222,Сухручкина Клавдия Аркадьевна,177,7в,4
9796433479,Конофалова Клара Петровна,95,11д,5
10881017997,Лигасов Михаил Павлович,491,11г,4
11450179488,Писарьков Альберт Игоревич,313,8в,4
8654287401,Варов Кирилл Иванович,28,8а,5
11788906870,Пурынов Евгений Петрович,244,9и,3
13102711969,Супрутская Вероника Викторовна,187,9а,2
9729601664,Скроцкая Алина Федоровна,127,8г,3
9131771250,Барадулин Вадим Юрьевич,281,11х,3
11424381500,Точилин Дмитрий Фёдорович,476,8а,2
11981207434,Бикмуллин Руслан Валериевич,333,11т,2
10561931318,Серпичев Василий Алексиевич,394,10х,5
7998584871,Вострышев Яков Аркадиевич,343,8г,5
9068792883,Грушчева София Евгеньевна,480,11в,None
10243196127,Кулапов Александр Юрьевич,109,9б,5
14639701188,Чибисенков Владислав Фёдорович,375,8х,3
8697444513,Утилов Роман Василиевич,254,9х,2
9334491157,Татаурова Галина Федоровна,145,10т,4
8326527314,Визавитина Наталия Леонидовна,101,10г,2
9660523220,Мягченков Артём Денисович,115,7б,4
10121751087,Брикова Инна Богдановна,256,9б,4
13619801132,Наторкин Валентин Данилович,319,7и,2
9540027641,Эштрекова Софья Алексеевна,76,9в,3
10857742562,Кутаманова Кира Андреевна,182,10т,2
10139125591,Кыштымова Евгения Эдуардовна,255,8в,5
11418020409,Ккнязева Клавдия Дмитриевна,34,7б,5
10540134258,Глаголина Алиса Никитична,249,9д,2
9162843343,Рисина Раиса Валерьевна,451,10а,4
8117723281,Ребров Алексей Георгиевич,289,8и,3
12646005031,Вырысалова Александра Евгеньевна,39,11и,2
12925076045,Гомольский Владимир Юриевич,314,11х,5
9865329510,Швинова Марина Федоровна,271,8г,5
12825841860,Рудковская Инна Дмитриевна,6,7т,3
10011707652,Решеткина Дарья Василевна,408,10и,3
8558688751,Евстихеев Игорь Василиевич,422,10х,5
10161113789,Лазарина Алёна Федоровна,161,8б,3
11498339173,Гляченков Григорий Николаевич,431,10а,5
8037444874,Чардынцева Алина Вадимовна,135,10д,3
9561035516,Скаредов Яков Иванович,337,9т,5
11799743319,Юрицкий Эдуард Денисович,192,7д,3
11831836765,Кравчина Светлана Аркадьевна,413,11г,5
11112198908,Чмареткова Полина Вадимовна,449,10а,2
10007448852,Углова Галина Романовна,260,9г,3
12553750146,Згуровская Виктория Андреевна,220,9т,4
10119879612,Секерский Станислав Сергеевич,235,10а,4
8482872864,Жевайкин Евгений Адамович,86,11г,3
9848732922,Коточигов Семён Игоревич,26,9д,5
11801366683,Калонин Альберт Денисович,297,8б,2
11856741259,Валягин Григорий Антонович,94,10в,4
8995819473,Коцева Кристина Николаевна,412,9г,3
10423941629,Голина Кристина Максимовна,3,7х,3
12695525618,Батрамеев Анатолий Романович,354,9х,3
11073205242,Чикмарев Валентин Валериевич,306,9и,5
7399456803,Киницына Валерия Олеговна,202,7х,4
8382664722,Числин Юрий Денисович,121,7в,2
9079666436,Стебунова Юлия Романовна,358,9т,3
9751948013,Кацов Павел Павлович,236,10г,5
9359810983,Гоцев Тарас Викторович,41,8в,3
11019971636,Мотовицкий Роман Аркадиевич,31,11и,5
8165352123,Чурзина Клара Егоровна,308,10б,3
11318112888,Щепалкина Валерия Сергеевна,134,9б,4
8422479177,Утимишев Ярослав Игоревич,239,11а,3
8782052891,Алуханов Кирилл Фёдорович,298,7т,2
11155930020,Полунеев Валентин Валериевич,307,8и,2
10423340642,Крупенова Наталия Андреевна,209,7в,5
9502364273,Корнюшин Илья Юрьевич,44,10т,3
9320675708,Паушева Виолетта Никитична,310,8г,4
10298012465,Берзин Герасим Антонович,349,11т,5
7307880809,Шулунова Алла Алексеевна,54,7д,4
9592754945,Трепашова София Яковлевна,399,11а,2
11920240340,Чумейкин Константин Антонович,8,8б,5
9726169514,Польшиков Денис Игоревич,495,9и,2
10325288138,Медоусова Жанна Романовна,252,7б,2
9928988463,Акуратова Клавдия Андреевна,92,9г,5
11582213297,Курмеева Елизавета Валерьевна,486,8а,5
11230819808,Бадов Александр Аркадиевич,217,10г,3
10601347147,Бакушин Эдуард Адамович,265,7б,5
7545195486,Чебина Инна Сергеевна,273,10т,2
11177579122,Подледнова Наталья Ивановна,112,11и,3
7544974508,Садгеева Лиза Евгеньевна,460,11г,3
8534475942,Акушин Борис Павлович,493,9т,2
10842454211,Аришев Руслан Кириллович,379,10т,3
8386800805,Гуслова Кристина Олеговна,389,9в,2
9532361886,Глоточкина Оксана Аркадьевна,370,9и,5
11853187819,Шапина Маргарита Романовна,163,8б,5
11988630611,Дурылин Георгий Валериевич,261,11т,4
11823355568,Болкисева Анна Викторовна,248,7х,4
9896617391,Багапов Вячеслав Сергеевич,99,7д,4
9590649474,Люцарева Яна Аркадьевна,376,11б,2
7318186620,Боготынина София Егоровна,63,11б,5
10250400980,Саюшкин Игорь Алексиевич,211,11х,5
6840211999,Потешных Тамара Николаевна,468,11в,3
8482605205,Незлина Жанна Василевна,426,8б,5
12274096265,Федичева Вероника Кирилловна,37,7х,4
9804022489,Пустынкин Вадим Антонович,388,10в,5
10127084687,Аринакова Ирина Михайловна,150,8в,5
7447740062,Обиралкова Мария Егоровна,294,11т,5
13715679516,Аристарова Валентина Максимовна,443,11г,2
8439297803,Яуров Герасим Юрьевич,38,9а,5
10521326972,Духонькин Вячеслав Фёдорович,2,9в,4
12868844896,Гвасков Евгений Михаилович,402,9в,5
9151687053,Жабынина Галина Николаевна,185,7х,5
11964022245,Шерюкова Виолетта Романовна,440,9б,4
7035350129,Колокатов Пётр Евгеньевич,484,10в,3
11709226545,Шайдуков Андрей Михаилович,317,9и,4
9016068481,Смирнягина Дарья Игоревна,425,10в,4
8445325277,Штырева Ева Олеговна,258,11и,2
12307055096,Ашукин Вячеслав Михаилович,191,10т,4
10870793022,Рубченкова Галина Алексеевна,190,9в,3
7986286680,Зархин Иван Алексиевич,478,11и,5
12141521219,Адиотов Дмитрий Павлович,156,7б,3
9075714534,Тищенкова Раиса Валерьевна,79,7д,3
9617562305,Лозеев Илья Петрович,205,10д,2
13568805923,Кобяшов Герасим Михаилович,305,11т,2
9687529277,Ронова Клавдия Валерьевна,107,7и,4
10040638175,Стрижнов Алексей Евгеньевич,385,11г,3
10783268934,Волынский Алексей Виталиевич,362,11т,5
12501460078,Машонский Василий Данилович,23,9д,5
9791991945,Буриева Зинаида Аркадьевна,104,11д,4
10297112846,Борщина Алёна Ивановна,377,11а,5
9438574217,Белчков Олег Иванович,275,10а,4
12521443796,Остропиков Альберт Данилович,157,8г,2
11410565573,Оргонова Любовь Максимовна,264,7б,4
12247450394,Мальков Юрий Евгеньевич,228,7г,3
9901577952,Свльхова Наталья Вадимовна,160,9т,5
12030584556,Мякушков Герасим Леонидович,102,10т,3
7976361075,Межуев Георгий Юриевич,355,8г,4
12145286801,Чериншев Александр Сергеевич,439,8а,2
11675126304,Муниров Алексей Андреевич,117,11г,3
7900211708,Климухин Руслан Романович,269,10в,3
13139796564,Дембская Екатерина Никитична,64,11б,4
6955691607,Тюнеев Яков Фёдорович,417,10т,2
10753060844,Трушитин Антон Данилович,168,9х,3
10711049795,Балакишиев Роман Алексиевич,143,11х,5
10134440552,Немтюрева Валерия Аркадьевна,12,10г,4
11683372888,Складанова Клавдия Аркадьевна,257,9а,3
11784982533,Заходина Полина Леонидовна,93,10д,4
10040440926,Муринов Анатолий Борисович,171,11б,5
10885362066,Гришалова Любовь Евгеньевна,301,8т,3
12559302361,Ситчихин Станислав Георгиевич,247,8т,5
13726535973,Просяных Георгий Василиевич,366,9в,2
11827441675,Дзабиев Григорий Георгиевич,259,11д,5
13160229918,Рыбаулин Григорий Алексеевич,140,11а,5
9924218074,Тупиева Екатерина Ивановна,400,7д,2
9275949344,Куверчева Алена Ивановна,170,10д,3
10970836728,Цаблинова Виктория Богдановна,342,9г,4
11349469418,Синенков Григорий Леонидович,230,9в,5
9611675631,Лизункин Артур Олегович,4,11в,5
14719725169,Славущева Александра Эдуардовна,81,8а,5
8921558126,Шахвердов Дмитрий Антонович,132,11б,2
9227855440,Рапацкая Ольга Ивановна,223,10г,3
12321208420,Сторокожев Виталий Аркадиевич,159,9б,2
11613940698,Половодов Кирилл Николаевич,18,8т,5
10878023891,Халтанова Алена Дмитриевна,49,8б,3
8884174870,Заложнев Роман Фёдорович,448,8в,4
12369561585,Рыжих Кристина Аркадьевна,213,7а,4
10675366177,Буров Руслан Игоревич,405,11и,5
8114094263,Гачков Виталий Евгеньевич,277,9т,4
11118022963,Кадилов Геннадий Борисович,225,10в,3
8885621818,Гликина Алёна Эдуардовна,454,9б,3
12347314318,Ичкинина Любовь Андреевна,299,8г,5
10848678443,Мозшорина Кира Дмитриевна,65,8б,3
14905708678,Брижеватов Константин Борисович,152,11т,2
10568408804,Бучеров Тарас Викторович,429,10д,4
10794604006,Мисютина Валерия Эдуардовна,368,9г,2
7640474138,Льянов Федор Вадимович,328,8а,4
9621870947,Щуркин Георгий Яковлевич,180,8в,4
6237630885,Акулин Федор Адамович,241,10г,4
10590005623,Волженкова Екатерина Ивановна,233,9д,4
8099891358,Махометова София Викторовна,424,8и,3
10057289111,Зызлов Геннадий Антонович,274,7в,3
10626781346,Девляшова Кира Олеговна,51,11д,5
10887860479,Яковкина Алена Никитична,320,9т,5
9597292080,Бузулев Вадим Николаевич,331,10д,3
11753708768,Ганельский Юрий Юриевич,474,9д,3
9804075767,Шкапрова Ева Ивановна,371,7б,5
14141497390,Чичирин Владимир Георгиевич,11,10а,4
11424585192,Шилова Надежда Викторовна,124,9б,2
12025315438,Коваев Руслан Михаилович,487,9т,3
9570863625,Саверина Надежда Андреевна,407,11б,4
9736038534,Тишанкин Олег Адамович,334,9д,3
7716330223,Широпаев Валерий Сергеевич,406,9б,2
7858343709,Щепанин Олег Адамович,226,7а,3
11512408963,Оплетин Владислав Аркадиевич,361,10х,4
9502454562,Оденова Карина Андреевна,409,8и,4
11055221898,Семагин Альберт Андреевич,456,10х,4
11489508696,Черданцева Анастасия Олеговна,128,8х,3
9918719481,Лонцова Елизавета Эдуардовна,224,7х,3
8847039034,Сарсекеева Алёна Никитична,462,11и,4
10351878573,Аковецкий Антон Евгеньевич,500,8б,4
13823905307,Аратский Станислав Борисович,351,9и,2
9265966180,Чужриков Пётр Денисович,200,9в,3
12684548749,Никитшин Алексей Кириллович,111,11и,3
10521939149,Симендяев Василий Алексиевич,45,8д,4
9134935593,Ошитков Максим Сергеевич,151,10г,4
12475036177,Юрасов Евгений Романович,338,9и,3
8511099781,Головяшин Павел Юриевич,179,7г,5
11264672087,Манжурина Екатерина Сергеевна,219,7т,3
7302613699,Никурашин Олег Евгеньевич,291,11х,2
11007467932,Бехтерев Федор Вадимович,137,9х,3
14243938474,Годлевская Катерина Дмитриевна,403,11г,3
10455132511,Акиярова Алина Эдуардовна,9,11а,4
8664884462,Милина Алена Петровна,359,8г,3
10981704110,Воловин Борис Викторович,350,7т,2
12674193711,Туморина Ксения Федоровна,133,8б,5
10097526527,Желейков Вячеслав Яковлевич,199,8г,3
13443458387,Шишорнина Екатерина Алексеевна,183,8т,3
10891786810,Юумогулова Виолетта Игоревна,311,10х,3
7607039434,Рецков Денис Денисович,85,10д,2
14355462528,Химунина Елизавета Ивановна,392,7д,2
10605033107,Кобрянов Александр Алексиевич,455,7т,2
10301645170,Бирылов Тарас Данилович,243,11а,3
10252897447,Туфатулин Ярослав Леонидович,485,8х,4
9780676868,Долбишев Николай Аркадиевич,292,10б,5
12691616066,Махтумова Алёна Эдуардовна,186,10б,4
10298176829,Нарзаркин Алексей Романович,423,10т,2
10526919572,Куранина Алена Леонидовна,196,9б,4
12239088597,Ситюков Аркадий Евгеньевич,32,10в,3
10355618046,Мизюрова Алиса Никитична,176,7г,4
11771980146,Пандурова Алиса Дмитриевна,130,9б,2
8587787557,Жилейкин Борис Тимофеевич,91,7в,2
10740580245,Корпункова Виолетта Сергеевна,83,11а,3
13017369037,Пашохонова Анастасия Федоровна,467,9в,4
9703462230,Сузальцева Тамара Михайловна,357,8х,4
10151162931,Чиличкина Светлана Яковлевна,5,8в,5
11843290695,Шантыкова Карина Максимовна,198,10д,3
9160641442,Недосекин Владислав Яковлевич,457,10а,4
9204386942,Максимкин Федор Фёдорович,172,10г,2
10522867109,Матбиюшина Виктория Игоревна,237,8д,2
8435780665,Шишкунов Герасим Юрьевич,110,8т,4
13003964528,Сухинин Георгий Алексиевич,475,10х,4
11327783534,Бисеева Полина Романовна,48,7д,5
12533461299,Жукулов Михаил Денисович,60,11г,3
8568056610,Тоняев Герасим Петрович,378,9т,5
9088330514,Шушенкова Алёна Олеговна,36,7и,2
11560262568,Разроев Дмитрий Павлович,59,9а,2
10914099778,Баззаев Анатолий Данилович,339,9д,2
9448845315,Цекова Алла Олеговна,50,8д,2
10010314856,Аборонова Алиса Алексеевна,444,7г,5
7781665663,Ягловская Ева Олеговна,181,8в,4
9647018093,Шароварова Яна Романовна,175,8а,4
8695152396,Общев Яков Викторович,466,8а,4
12329350707,Ойзерская Катерина Эдуардовна,120,7х,2
9766732675,Прусский Ярослав Иванович,479,11б,2
8769625427,Лабинов Павел Алексеевич,272,7б,5
9921745138,Покровов Эдуард Павлович,312,8б,2
13163846838,Мачехин Эдуард Данилович,19,7д,3
9439120743,Кодорская Раиса Ивановна,27,11б,3
11194825320,Кондраева Марина Ивановна,469,9д,3
11196564392,Бульенков Валентин Иванович,136,10т,4
11632022130,Тагакова Вероника Яковлевна,393,8т,4
10585647361,Гершанова Любовь Евгеньевна,383,11т,5
9538719082,Салина Алена Егоровна,73,11в,5
9994719493,Фрумова Зинаида Аркадьевна,78,8а,4
9833771739,Хорняков Борис Борисович,13,8г,2
10140498542,Гдагазина Лиза Василевна,212,9т,5
11842655491,Агаршев Ярослав Михаилович,276,9т,2
10685513014,Корюшин Пётр Антонович,326,8х,2
8689956121,Калаев Пётр Алексиевич,68,8а,3
10875189344,Ккаталкина Виолетта Егоровна,53,7б,2
8378069305,Рачнов Герасим Алексеевич,103,10а,5
10701659223,Миндубаева Людмила Леонидовна,477,11и,2
9467909325,Агафьева Вера Ивановна,352,11х,3
7027729460,Житин Эдуард Адамович,481,9а,5
